Total Play Time,Total XP,Bot Name,Simulation Run
2185.1750000000006,53358,bot3,48
2099.6000000000004,55440,bot4,48
2098.5750000000003,57088,bot1,49
1987.2500000000005,48714,bot2,49
2122.2000000000007,53954,bot3,49
2106.2499999999995,52250,bot4,49
2110.2999999999997,51340,bot3,50
2097.9999999999995,52286,bot4,50
2118.625,54984,bot2,50
2101.9999999999995,52446,bot4,50
2167.375,56264,bot3,51
2120.4750000000004,54176,bot4,51
2146.4999999999995,53270,bot1,51
2122.4750000000004,54206,bot4,51
2140.6749999999997,51914,bot1,52
2122.2999999999997,50968,bot2,52
2114.4999999999995,55874,bot3,52
2029.8250000000003,49020,bot4,52
2081.7000000000003,47632,bot4,53
2078.875,50660,bot1,53
2036.8750000000007,51208,bot2,53
2089.7000000000003,47872,bot4,53
2173.125000000001,52176,bot4,54
2178.5999999999995,52744,bot1,54
2135.9500000000003,51584,bot2,54
2051.2750000000005,52158,bot3,54
2157.774999999999,53616,bot4,55
2168.5,56928,bot1,55
2165.2500000000005,52456,bot2,55
2143.45,56066,bot3,55
2096.599999999999,51684,bot4,56
2162.7,55174,bot1,56
2183.4249999999997,53814,bot3,56
2104.599999999999,51756,bot4,56
2222.025000000001,55104,bot4,57
2100.2,53074,bot1,57
2158.1000000000004,52590,bot3,57
2224.025000000001,55134,bot4,57
2129.1749999999997,51812,bot1,58
2156.7749999999996,54544,bot2,58
2142.6500000000005,55184,bot3,58
2130.4500000000003,53884,bot4,58
2170.249999999999,53142,bot4,59
2189.1750000000006,57128,bot1,59
2116.2,52476,bot2,59
2174.249999999999,53262,bot4,59
2176.825,52942,bot4,60
2063.8250000000007,50130,bot1,60
2096.699999999999,53794,bot3,60
2178.825,53002,bot4,60
2071.875000000001,52342,bot4,61
2208.2249999999995,57162,bot1,61
2176.3500000000013,54684,bot2,61
2099.775,51478,bot3,61
1970.4000000000003,51688,bot4,62
2087.6499999999996,49724,bot2,62
2172.3,52390,bot3,62
1978.4000000000003,51784,bot4,62
2119.0,53674,bot1,63
2200.1000000000004,55104,bot2,63
2104.0500000000006,52952,bot3,63
2142.475,55950,bot4,63
2007.8249999999991,51046,bot1,64
2050.5250000000005,50016,bot2,64
2081.1500000000005,51078,bot3,64
2104.6000000000004,51968,bot4,64
2092.499999999998,53836,bot3,65
2152.3750000000005,54980,bot4,65
2097.825,52120,bot1,65
2096.499999999998,53884,bot3,65
2130.85,51492,bot1,66
2085.8249999999994,47446,bot2,66
2144.2499999999995,53286,bot3,66
2119.625000000001,58092,bot4,66
2163.325,54630,bot1,67
2157.4,54818,bot2,67
2101.7000000000007,52452,bot3,67
2187.775,52828,bot4,67
2081.6499999999996,53320,bot1,68
2081.875,48080,bot2,68
2000.2250000000004,48008,bot3,68
2062.825,52500,bot4,68
2199.7749999999996,54386,bot1,69
2111.9249999999997,54274,bot2,69
2233.474999999999,57824,bot3,69
2055.399999999999,53348,bot4,69
2093.6500000000005,53924,bot4,70
2206.625,56478,bot2,70
2072.675,51904,bot3,70
2095.6500000000005,53948,bot4,70
2070.374999999999,49188,bot3,71
2017.2000000000003,49110,bot4,71
2078.374999999999,49428,bot3,71
2019.2000000000003,49170,bot4,71
2162.8249999999994,57920,bot1,72
2118.8750000000005,53938,bot2,72
2140.7250000000004,53194,bot3,72
2181.625000000001,56966,bot4,72
2165.000000000001,53466,bot4,73
2188.925000000001,54224,bot2,73
2061.75,50662,bot3,73
2169.000000000001,53526,bot4,73
2084.325,50596,bot4,74
2017.4750000000008,51562,bot1,74
2138.575,52922,bot2,74
2086.325,50696,bot4,74
2146.4000000000005,52048,bot4,75
2100.1,56112,bot1,75
2128.75,50818,bot3,75
2150.4000000000005,52168,bot4,75
2094.324999999999,50164,bot4,76
2116.4000000000005,53548,bot1,76
2087.3750000000005,52710,bot2,76
2053.95,48880,bot3,76
2159.6500000000005,51324,bot4,77
2072.4500000000003,49896,bot2,77
2093.0249999999996,50296,bot3,77
2161.6500000000005,51384,bot4,77
2077.025000000001,50480,bot1,78
2031.6750000000009,53402,bot2,78
2070.5500000000006,48024,bot3,78
2169.025000000001,55924,bot4,78
2072.725000000001,50322,bot3,79
2052.2750000000005,50062,bot4,79
2145.975000000001,53610,bot1,79
2080.725000000001,50562,bot3,79
2117.875000000001,53600,bot4,80
2064.0749999999994,51502,bot1,80
2036.9250000000002,51990,bot3,80
2119.875000000001,53700,bot4,80
2152.45,50252,bot1,81
2064.0000000000005,52154,bot2,81
2102.975000000001,51586,bot3,81
2114.4250000000006,52560,bot4,81
2058.1500000000005,50468,bot1,82
2197.8750000000005,54232,bot2,82
2074.724999999999,51368,bot3,82
2122.225,51996,bot4,82
2101.6500000000005,52476,bot1,83
2149.524999999999,52264,bot2,83
2175.600000000001,54648,bot3,83
2065.599999999999,52618,bot4,83
2039.1750000000006,51532,bot1,84
2141.475,52006,bot2,84
2152.4500000000003,54060,bot3,84
2119.4,54406,bot4,84
2077.2,52946,bot4,85
2146.7500000000005,54814,bot1,85
2151.9499999999994,57216,bot2,85
2119.9,52702,bot3,85
2153.7749999999996,52678,bot4,86
2115.7499999999995,54258,bot1,86
2113.3500000000004,53730,bot2,86
2155.7749999999996,52758,bot4,86
2102.5750000000003,55212,bot2,87
2227.1499999999987,54828,bot3,87
2129.9250000000006,49912,bot4,87
2106.5750000000003,55332,bot2,87
2102.325,51820,bot4,88
2122.5999999999995,52022,bot1,88
2184.525,55882,bot2,88
2110.325,52220,bot4,88
2236.5749999999994,54848,bot1,89
2082.0500000000006,53316,bot2,89
2169.8250000000007,54498,bot3,89
2188.05,53714,bot4,89
2138.9000000000005,54522,bot4,90
2098.875,49804,bot1,90
2066.05,51266,bot2,90
2175.6999999999994,55418,bot3,90
2164.6749999999993,57538,bot4,91
2088.4,47464,bot1,91
2188.849999999999,55530,bot2,91
2166.6749999999993,57638,bot4,91
2156.7999999999993,52046,bot1,92
2126.975,51738,bot2,92
2098.325000000001,52494,bot3,92
2124.075,51504,bot4,92
2082.0249999999996,52388,bot1,93
2100.9250000000006,52270,bot2,93
2148.15,53484,bot3,93
2110.7999999999997,49580,bot4,93
2188.2250000000013,56654,bot4,94
2143.825,52816,bot1,94
2131.4249999999993,53922,bot3,94
2192.2250000000013,56854,bot4,94
2121.925,55020,bot4,95
2115.3750000000005,52600,bot1,95
2168.899999999999,54916,bot3,95
2129.925,55116,bot4,95
2122.999999999999,52904,bot1,96
2176.325,51750,bot2,96
2128.3250000000007,52534,bot3,96
2108.8750000000005,55372,bot4,96
2131.6999999999994,54418,bot3,97
2120.0750000000007,52392,bot1,97
2078.6000000000004,52682,bot2,97
2185.3999999999996,53398,bot4,97
2089.5750000000007,53940,bot4,98
2123.3249999999994,55662,bot1,98
2143.4500000000003,52036,bot3,98
2097.5750000000007,54180,bot4,98
2278.425,54642,bot4,99
2059.75,48378,bot2,99
2079.4000000000005,51144,bot3,99
2286.425,54714,bot4,99
2053.5000000000005,52402,bot3,100
2082.5250000000005,52468,bot4,100
2065.0250000000005,47742,bot1,100
2090.95,51886,bot2,100
2199.3999999999996,54058,bot1,101
2157.9750000000004,51960,bot2,101
2147.575,56460,bot3,101
2095.4249999999997,50468,bot4,101
2057.0999999999995,52400,bot4,102
2065.4749999999995,53514,bot2,102
2062.8500000000004,52440,bot3,102
2059.0999999999995,52430,bot4,102
2055.850000000001,53806,bot1,103
2175.1749999999997,54470,bot2,103
2174.675000000001,55402,bot3,103
2080.2000000000007,50668,bot4,103
2127.8749999999995,56356,bot1,104
2065.375,49206,bot2,104
2052.175,51376,bot3,104
2161.05,52240,bot4,104
2087.0750000000007,48468,bot1,105
2072.825000000001,50794,bot2,105
2128.3499999999995,51306,bot3,105
2101.55,53372,bot4,105
2106.025,51218,bot1,106
2067.875,47542,bot2,106
2168.475000000001,51092,bot3,106
2167.025,54114,bot4,106
2155.4,54006,bot1,107
2117.000000000001,51240,bot2,107
2232.5,56882,bot3,107
2122.475000000001,52050,bot4,107
2169.1750000000006,54528,bot1,108
2162.725,53580,bot2,108
2140.800000000001,54944,bot3,108
2188.7000000000003,54992,bot4,108
2192.3750000000005,52664,bot4,109
2114.9500000000003,52034,bot1,109
2024.6249999999995,50326,bot3,109
2194.3750000000005,52694,bot4,109
2201.2000000000007,54412,bot1,110
2075.6499999999996,50992,bot2,110
2135.975,50498,bot3,110
2104.6749999999997,51090,bot4,110
2132.850000000001,53790,bot3,111
2089.3749999999995,52900,bot4,111
2084.4249999999993,47518,bot1,111
2136.850000000001,53990,bot3,111
2204.4500000000003,55612,bot1,112
2185.450000000001,57010,bot2,112
2205.0499999999997,56076,bot3,112
2035.825,51814,bot4,112
2065.5000000000005,50536,bot1,113
2076.5249999999983,55080,bot2,113
2133.2999999999997,51232,bot3,113
2198.3749999999995,56594,bot4,113
2065.2750000000005,50246,bot2,114
2067.2750000000005,50306,bot2,114
2083.400000000001,49736,bot3,114
2068.2249999999995,51382,bot4,114
2074.375,53126,bot1,115
2005.9750000000008,51520,bot2,115
2125.400000000001,57050,bot3,115
2092.8750000000005,49922,bot4,115
2159.724999999999,53352,bot1,116
2140.9,52672,bot2,116
2160.9249999999993,53060,bot3,116
2157.2,53414,bot4,116
2105.25,52882,bot4,117
2163.025,52794,bot1,117
2101.625,50854,bot2,117
2109.25,53002,bot4,117
2092.9750000000004,54252,bot4,118
2162.225,53094,bot1,118
2053.7500000000005,50616,bot2,118
2141.974999999999,52006,bot3,118
2178.2249999999995,53500,bot1,119
2114.6250000000005,49440,bot2,119
2115.6249999999995,51728,bot3,119
2052.1249999999995,50278,bot4,119
2124.0500000000006,51110,bot1,120
2095.75,51268,bot2,120
2107.550000000001,53774,bot3,120
2182.5249999999996,55068,bot4,120
2133.5500000000006,51784,bot1,121
2136.825000000001,54136,bot2,121
2164.9249999999993,55204,bot3,121
2098.775,54086,bot4,121
2024.8750000000005,49654,bot4,122
2088.100000000001,51666,bot1,122
2043.0749999999994,48604,bot3,122
2032.8750000000005,50054,bot4,122
2105.7999999999993,52250,bot1,123
2095.15,53424,bot2,123
2053.999999999999,46064,bot3,123
2055.5999999999985,52064,bot4,123
2242.9500000000003,55410,bot4,124
2083.2500000000005,51808,bot2,124
2139.4000000000005,51166,bot3,124
2244.9500000000003,55510,bot4,124
2031.2750000000008,50872,bot1,125
2064.399999999999,47682,bot2,125
2123.499999999999,53612,bot3,125
2163.4500000000003,54232,bot4,125
2104.5250000000005,49014,bot4,126
2192.274999999999,56410,bot2,126
2105.2750000000005,48698,bot3,126
2112.5250000000005,49086,bot4,126
2099.4750000000004,50884,bot4,127
2216.5,52800,bot1,127
2163.5499999999993,54922,bot2,127
2165.5249999999996,57780,bot3,127
2058.5250000000005,49202,bot4,128
2056.575,54478,bot1,128
2137.2499999999995,52424,bot2,128
2060.5250000000005,49302,bot4,128
2135.7499999999995,55654,bot4,129
2090.075,53970,bot1,129
2074.4000000000005,47692,bot2,129
2137.7499999999995,55714,bot4,129
2076.925,52106,bot4,130
2097.8500000000004,51206,bot1,130
2032.1999999999998,48564,bot3,130
2080.925,52166,bot4,130
2185.75,52696,bot1,131
2190.425,54900,bot2,131
2088.8,53872,bot3,131
2127.9,53496,bot4,131
2136.65,52208,bot1,132
2149.375,53364,bot2,132
2150.100000000001,51042,bot3,132
2131.700000000001,54684,bot4,132
2098.125,50688,bot3,133
2008.4250000000009,49884,bot2,133
2102.125,50848,bot3,133
2070.9250000000006,49920,bot4,133
2246.8750000000005,54822,bot4,134
2189.6499999999996,52954,bot1,134
2080.0999999999995,54250,bot3,134
2254.8750000000005,54918,bot4,134
2085.525,52874,bot4,135
2082.0000000000005,53482,bot1,135
2224.5499999999997,54548,bot3,135
2087.525,52974,bot4,135
2192.5750000000007,55862,bot4,136
2171.4500000000003,50100,bot2,136
2078.000000000001,54016,bot3,136
2194.5750000000007,55886,bot4,136
2059.9,52248,bot4,137
2168.6250000000005,53234,bot1,137
2175.825,53674,bot2,137
2063.9,52308,bot4,137
2121.2749999999996,54326,bot4,138
2087.3,50532,bot1,138
2055.8250000000007,49112,bot2,138
2125.2749999999996,54446,bot4,138
2209.6,52422,bot1,139
2169.025,58098,bot2,139
2080.5250000000005,53568,bot3,139
2214.5999999999995,54028,bot4,139
2068.8500000000004,53316,bot4,140
2141.4750000000004,52980,bot2,140
2160.850000000001,52116,bot3,140
2070.8500000000004,53340,bot4,140
2197.2499999999995,51162,bot1,141
2189.725000000001,53446,bot2,141
2079.725000000001,52776,bot3,141
2190.7499999999995,53536,bot4,141
2126.175,52124,bot1,142
2208.1249999999995,53278,bot2,142
2073.0250000000005,53058,bot3,142
2114.8999999999996,54290,bot4,142
2145.1,55276,bot4,143
2121.2,48822,bot2,143
2142.475,55070,bot3,143
2147.1,55336,bot4,143
2124.1499999999996,48612,bot1,144
2130.9750000000004,53494,bot2,144
2184.625,55796,bot3,144
2145.0999999999995,54186,bot4,144
2105.9499999999994,52500,bot4,145
2044.1000000000004,50744,bot1,145
2034.0000000000005,53184,bot3,145
2109.9499999999994,52660,bot4,145
2034.9999999999995,49488,bot2,146
2151.8249999999994,56234,bot4,146
2036.9999999999995,49512,bot2,146
2086.825,47734,bot3,146
2115.0499999999997,54600,bot1,147
2096.3250000000003,50618,bot2,147
2174.9500000000003,50294,bot3,147
2061.7250000000004,50000,bot4,147
2133.4750000000004,51670,bot1,148
1992.5000000000002,50666,bot2,148
2133.7250000000004,50230,bot3,148
2054.675,51430,bot4,148
2073.725000000001,50014,bot3,149
2086.249999999999,52646,bot4,149
2092.325,51862,bot1,149
2090.249999999999,52806,bot4,149
2129.1749999999997,50294,bot1,150
2259.5750000000007,56468,bot2,150
2133.725,50946,bot3,150
2096.45,55130,bot4,150
2083.775,50370,bot2,151
2005.1500000000005,50298,bot3,151
2139.7000000000003,53174,bot4,151
2009.1500000000005,50346,bot3,151
1996.5250000000003,46700,bot3,152
2135.7,52758,bot4,152
2121.6999999999994,48340,bot2,152
1998.5250000000003,46724,bot3,152
2157.4499999999994,55606,bot1,153
2061.0250000000005,52358,bot2,153
2137.4000000000005,54314,bot3,153
2178.65,56752,bot4,153
2200.624999999999,54076,bot4,154
2090.825,53024,bot1,154
2146.5499999999997,54348,bot2,154
2202.624999999999,54094,bot4,154
2084.5499999999997,52958,bot3,155
2221.6500000000005,52808,bot4,155
2234.2250000000004,56104,bot2,155
2086.5499999999997,53038,bot3,155
2118.475,51346,bot1,156
2114.7000000000007,52816,bot2,156
2158.6749999999993,50988,bot3,156
2133.8999999999996,53432,bot4,156
2195.7999999999993,55812,bot4,157
2133.7499999999995,53972,bot1,157
2009.4499999999998,50562,bot2,157
2197.7999999999993,55892,bot4,157
2183.75,51866,bot4,158
2082.7000000000003,51866,bot1,158
2099.6999999999994,55986,bot3,158
2185.75,51946,bot4,158
2203.525,54732,bot3,159
2101.999999999999,55458,bot1,159
2056.05,53770,bot2,159
2126.2250000000013,53462,bot4,159
2164.7,51412,bot4,160
2185.3250000000003,53290,bot1,160
2188.9000000000005,52522,bot3,160
2168.7,51472,bot4,160
2135.95,52960,bot4,161
2117.35,54904,bot1,161
2087.8749999999995,52230,bot2,161
2143.95,53280,bot4,161
2117.550000000001,52132,bot4,162
2061.8250000000007,52050,bot2,162
2230.025,55204,bot3,162
2121.550000000001,52252,bot4,162
2131.8750000000005,51620,bot1,163
2111.924999999999,52798,bot2,163
2137.7749999999996,51164,bot3,163
2135.0,50114,bot4,163
2132.7749999999996,54770,bot3,164
2088.399999999999,51030,bot4,164
2210.2750000000005,55420,bot1,164
2071.925,49060,bot2,164
2080.0749999999994,52212,bot1,165
2096.225,51010,bot2,165
2219.0750000000003,52910,bot3,165
2172.3999999999996,56836,bot4,165
2131.5,52952,bot4,166
2130.3499999999995,52034,bot1,166
2185.3749999999995,52100,bot2,166
2135.5,52988,bot4,166
2101.250000000001,49690,bot1,167
2160.2500000000005,52508,bot2,167
2127.775,54720,bot3,167
2122.9249999999984,54210,bot4,167
2156.2000000000007,55046,bot4,168
2168.4500000000007,54956,bot1,168
2153.4,54926,bot2,168
2160.2000000000007,55246,bot4,168
2108.7000000000003,51334,bot4,169
2189.600000000001,56260,bot1,169
2099.3500000000004,54798,bot3,169
2112.7000000000003,51494,bot4,169
2121.9499999999994,53150,bot1,170
2200.1999999999994,57194,bot2,170
2094.775,51348,bot3,170
2076.874999999999,52502,bot4,170
2042.9749999999992,49870,bot4,171
2104.0249999999996,49240,bot2,171
2134.8,53418,bot3,171
2044.9749999999992,49950,bot4,171
2121.8250000000007,49132,bot1,172
2089.5499999999993,48284,bot2,172
2177.2750000000005,55624,bot3,172
2089.8250000000003,50102,bot4,172
2092.0499999999997,52940,bot1,173
2037.1499999999996,50486,bot2,173
2105.2,53708,bot3,173
2110.0000000000005,53440,bot4,173
2121.725000000001,52272,bot1,174
2125.9500000000007,55972,bot2,174
2134.8750000000005,52968,bot3,174
2152.3000000000006,53678,bot4,174
2072.875,53134,bot1,175
2100.7749999999996,49088,bot2,175
2202.7,56026,bot3,175
2099.175,50474,bot4,175
2043.2749999999996,51514,bot4,176
2116.825,54060,bot2,176
2238.3499999999995,55142,bot3,176
2047.2749999999996,51550,bot4,176
2148.6,51724,bot4,177
2262.1749999999997,56412,bot1,177
2104.7250000000004,53712,bot2,177
2156.6,51964,bot4,177
2076.9749999999995,51338,bot3,178
2212.9749999999995,53788,bot4,178
2080.9749999999995,51538,bot3,178
2216.9749999999995,53836,bot4,178
2085.375000000001,56796,bot1,179
2191.375,54404,bot2,179
2118.225,53184,bot3,179
2137.2750000000005,52852,bot4,179
2114.9,51948,bot4,180
2035.2500000000005,51146,bot1,180
2145.575,54892,bot2,180
2150.0000000000005,54252,bot3,180
2135.174999999999,54054,bot1,181
2185.374999999999,52482,bot2,181
2151.724999999999,52614,bot3,181
2197.7499999999995,53452,bot4,181
2121.2000000000003,55324,bot4,182
2150.1250000000005,54378,bot1,182
2053.9750000000013,51842,bot3,182
2125.2000000000003,55524,bot4,182
2192.8000000000006,55704,bot4,183
2051.1000000000004,48928,bot1,183
2111.5249999999996,54880,bot2,183
2220.7000000000007,53836,bot3,183
2149.625,53924,bot3,184
2140.8250000000007,53336,bot4,184
2075.724999999999,53268,bot2,184
2148.8250000000007,53656,bot4,184
2112.625,52962,bot1,185
2066.7750000000005,52686,bot2,185
2054.749999999999,50822,bot3,185
2082.625,53018,bot4,185
2161.3500000000004,53544,bot1,186
2109.7500000000005,56984,bot2,186
2185.749999999999,54630,bot3,186
2130.8999999999996,52198,bot4,186
2125.8250000000007,57404,bot1,187
2204.4750000000004,54248,bot2,187
2122.15,54388,bot3,187
2115.1000000000013,52852,bot4,187
2002.2750000000008,51040,bot4,188
2049.175,52510,bot1,188
2146.0499999999997,55136,bot2,188
2004.2750000000008,51100,bot4,188
2151.4249999999997,50488,bot4,189
2136.1750000000006,51694,bot1,189
2137.5000000000005,55128,bot2,189
2199.25,54938,bot3,189
2124.7250000000004,52500,bot1,190
2056.6250000000005,50834,bot2,190
2089.7750000000005,50066,bot3,190
2053.349999999999,54510,bot4,190
2103.7,51628,bot1,191
2174.6000000000004,56130,bot2,191
2245.4,57454,bot3,191
2138.1749999999997,54798,bot4,191
2110.9249999999997,53854,bot1,192
2049.8999999999996,51294,bot2,192
2136.2249999999995,54444,bot3,192
2159.9999999999986,54264,bot4,192
2155.300000000002,53264,bot3,193
2112.25,57338,bot1,193
2137.7500000000005,49642,bot2,193
2140.7999999999997,52086,bot4,193
2078.0500000000006,52238,bot1,194
2159.4499999999994,54488,bot2,194
2006.1,47114,bot3,194
2150.974999999999,51386,bot4,194
2132.0,53422,bot4,195
2132.5250000000005,51290,bot2,195
2068.6500000000005,53882,bot3,195
2140.0,53662,bot4,195
2266.5500000000006,58492,bot1,196
2079.95,52256,bot2,196
2105.5499999999993,52240,bot3,196
2164.824999999999,57592,bot4,196
2146.5499999999993,51650,bot4,197
2078.500000000001,51376,bot2,197
2108.2,54750,bot3,197
2150.5499999999993,51710,bot4,197
2144.575,49380,bot1,198
2144.875,50468,bot2,198
2059.875,51468,bot3,198
2131.6000000000013,51486,bot4,198
2143.875,52782,bot3,199
2089.8500000000013,53318,bot4,199
2094.85,52584,bot1,199
2151.875,53182,bot3,199
2139.6749999999997,51610,bot1,200
2076.024999999999,51822,bot2,200
2090.6,52788,bot3,200
2111.6750000000006,52058,bot4,200
2123.1999999999994,51294,bot1,201
2183.3250000000003,54634,bot2,201
2154.125,53098,bot3,201
2049.9750000000004,47844,bot4,201
2088.8249999999994,52508,bot1,202
2140.8499999999995,53332,bot2,202
2147.8249999999994,51780,bot3,202
2052.325,48514,bot4,202
2188.2999999999997,55376,bot3,203
2021.6999999999991,48784,bot1,203
2056.1,49268,bot2,203
2201.0499999999997,53896,bot4,203
2145.0250000000005,48928,bot1,204
2045.8999999999999,52458,bot2,204
2132.1500000000005,55412,bot3,204
2126.65,51014,bot4,204
2152.9749999999995,51856,bot1,205
2142.725,53700,bot2,205
2082.5,50080,bot3,205
2251.8250000000003,56934,bot4,205
2089.750000000001,52984,bot4,206
2127.5999999999995,51682,bot1,206
2137.575000000001,56348,bot2,206
2162.349999999999,57188,bot3,206
2137.825,52198,bot1,207
2121.525,55548,bot2,207
2128.325000000001,54476,bot3,207
2170.349999999999,55780,bot4,207
2126.375000000001,53766,bot1,208
2074.8,51310,bot2,208
2132.925,52466,bot3,208
2089.375,52642,bot4,208
